itemType,reviewId,productId,productUrl,productName,authorId,submissionTime,rating,text,title,badges,negativeFeedback,positiveFeedback,recommended,userNickname,syndicationSource,externalSource,photos
Review,380759858,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",c5f7bb5722e31c20206a974ecde6aec47e5391716da6c9d3fa2460ff7a8f6b2e9b2775664547978c2afd14dd8b339821,2025-04-02,5,"It's the best as I know, I just trusted Walmart to get the original one",,['VerifiedPurchaser'],0,0,,Aliakbar,,bazaarvoice,[]
Review,381317531,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",e75211e8779447f546a7cd2eb8d9f504cc86beba8722cd1a89247cde081a4320bff27bf9e6de41a1131d47cf01a241ae,2025-04-07,5,My son really likes this stuff too,Son approved,['VerifiedPurchaser'],0,0,,anonymous,,bazaarvoice,[]
Review,376107898,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",9e2140a3893398a7d0b55063124dcce026e2d024ebd1367c2378b4adf9ba476965bac461a9302621c9ebe98c9823a551,2025-02-19,4,"Tastes kinda nasty, and ends up being gritty in whatever you mix it in. But, that's just creatine I think. For the price point and amount, it's solid.",Gritty But Worth the Price,['VerifiedPurchaser'],0,0,,Matthew,,bazaarvoice,[]
Review,313675533,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",69l5yfgcwt1ks2jm6mu8x1oik,2024-07-04,4,"Good stuff, hard to dilute. I warm up the water to make easier and them put some ice to get it back to ambient temperature. That does the trick",Hard to dilute n cold or ambient temperature water,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,2,True,,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,344322046,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",q1r51w30afhtvv9dtvt702f1g,2025-04-22,3,"I'm not sure if the results I'm enjoying are due to my training, my rest, my diet, my protein supplement, or this creatine. I take it daily because the science behind it is pretty strong. I wish it came with a scoop; I'm never sure if I'm getting the right amount. I wish it dissolved better, the gritty texture in my mouth and against my teeth is unpleasant. I think the process is as good as can be, given the molecule involved. The experience is still better than Creatine HCl, which is more costly and tastes absolutely vile.",Basic and Better Value vs Creatine HCl,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,,Andy,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,376378558,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",7d15d64048fbd52105fc751ea4a22bcde23773698b67ea8b93e202dcfdb2c3f80bdd4ce523c2e718b6099eceb024b275,2025-02-21,3,"Did not came with the scoop dispenser, come on guys",Seriously?,['VerifiedPurchaser'],0,0,,Ariel,,bazaarvoice,[]
Review,339542778,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",,2025-03-05,2,"I specifically purchased this because it's specifically labelled as ""micronized.""  In my experience, standard creatine monohydrate is very gritty, but all the micronized I've ever bought from other brands has been smooth as chalk powder, which dissolves better and has a tolerable mouthfeel.  This ON stuff is pretty terrible.  If you like drinking sand, you'll love this stuff.  I would only ever recommend this if you are expecting standard creatine, not micronized.  Otherwise, you're wasting your money.",Super Gritty,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,False,MJ90210,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,377756059,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",18f9370c41db52fc907838f356f9eba36cf4ff682047a6fbae70a04d64ca7e03872a7350bd096a3026d5a6dbcae8ce1c,2025-03-06,1,No scoop. Inconvenient. Let me just try to eyeball it on the go and have inconsistent servings and pour half of it out trying to shake it into a funnel - if they care about plastic waste then get a biodegradable container too.,No scoop - last purchase,['VerifiedPurchaser'],0,0,,Martina,,bazaarvoice,[]
Review,378932290,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",bcaafd71288bb57c8b3c1af5572355b481b1169c374ea1d7a923c17400fb615bddfee6109c1d66a7f720031009416d26,2025-03-16,1,Did not taste well at all,1/10,['VerifiedPurchaser'],0,0,,Gabriel,,bazaarvoice,[]
Review,381317531,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",e75211e8779447f546a7cd2eb8d9f504cc86beba8722cd1a89247cde081a4320bff27bf9e6de41a1131d47cf01a241ae,2025-04-07,5,My son really likes this stuff too,Son approved,['VerifiedPurchaser'],0,0,,anonymous,,bazaarvoice,[]
Review,382562988,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",ef158f3919289eb2518eb28762463a7f9f80e8e48184565fee470753ef164a2ba272a199ccd9eb36523b84366da5a0cd,2025-04-19,5,does exactly what it's supposed to do. Micronized is doing great.,,['VerifiedPurchaser'],0,0,,Mario,,bazaarvoice,[]
Review,378932290,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",bcaafd71288bb57c8b3c1af5572355b481b1169c374ea1d7a923c17400fb615bddfee6109c1d66a7f720031009416d26,2025-03-16,1,Did not taste well at all,1/10,['VerifiedPurchaser'],0,0,,Gabriel,,bazaarvoice,[]
Review,378253451,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",7c3c1360bdda01a9fed47516da84122f60e0055a8f74037a1a199f0b5fe80a37f2f921b45c226d6858026c9a88753ae7,2025-03-10,5,Great creatine for the price. Wish it came in flavors,Good Creatine,['VerifiedPurchaser'],0,0,,Rachel,,bazaarvoice,[]
Review,377006163,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",18890defbc22f172f88b554b5f341a8a8d06abe3dfd939acbb3ab9a89ee0ca42768953fc306ce8bc4723b949e923575e,2025-02-27,2,didn't dissolve in drinks,,"['VerifiedPurchaser', 'Staff']",0,0,,Mckaylee,,bazaarvoice,[]
Review,329082926,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",sh6uomgnaptmsgvfjxf3ars50,2024-12-18,5,"Faithful to the label, easy to dilute, tasteless. It's almost not noticeable in the water",The best Creatine on the market,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,1,True,Santiago DLC,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,376321646,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",4f0cf431e73235b1e27c4f31f6f0b933739208e7486263e87614e0ba7b135d95d55b76feefbe4026c0fe6d4e4bfd426c,2025-02-21,2,Does not dissolve well at all.,,['VerifiedPurchaser'],0,0,,Katelyn,,bazaarvoice,[]
Review,370957311,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",0c42be83d38ef799e4582a0d90aec6fee7fe40248c895755dfd78d7a4d835b6c5326a769d64242977a3916daf1c88652,2025-01-05,4,Good price for creatine. And it's a reliable trusted brand. Only negative here is that a spoon measurement tool is not included like with others.,Trusted creatine,['VerifiedPurchaser'],0,0,,Brandon,,bazaarvoice,[]
Review,309075897,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",b7qp4l81a4js6q7nn3cqz9wsz,2024-05-10,4,It is a great product in every way. It dissolves without problems. It does what it says. Fabulous,It is a great product in every way. Fabulous,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,2,True,Esteban,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,318782047,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inmwv8aa5c8ynj3ds2nuuj7vz,2024-09-12,4,"Quality seems pure. I haven't established a workout plan as of yet to monitor effectiveness however I'm in terrible shape so I wanted to load my system first before any strenuous training. It's recommended to take 5 grams per day everyday. I do feel a difference in strength with what little training I do at the moment such as triceps, biceps & light kettle bell 35lbs. I'll stick with this for 6 months before considering if this will be my goto Creatine. It doesn't absorb very well in any beverage even when blended so I finally decided to take it by loading my mouth with it directly from an old scooper I have and immediately drink beverage to desolve and swallow. I actually like this way better simply because it's consumed immediately and there's no residue left in the cup from lack of absorption. Only gripe is there isn't any 5 gr. scooper included. Really upset me but overall I feel it's a quality product which is most important.",Quality,"['VerifiedPurchaser', 'VerifiedPurchaser']",2,0,True,Lone Wolf,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,374785372,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",eb70efe90dc5993a41cf998faa5e0b10962d2cffc7f451349d7efabf3501b049bff27bf9e6de41a1131d47cf01a241ae,2025-02-06,5,Disolves easily in my yogurt.,,['VerifiedPurchaser'],0,0,,Cheryl,,bazaarvoice,[]
Review,337955170,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",t4h3ghe2oi6c903txx71kdnxo,2025-02-17,5,"Love this product, I saw progress in less than 3 weeks!",Great product!,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,True,James Q,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,375388057,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",4d6221bf3547cf51c39532ab133debbb41c2e37e1e979222d6deeb7537e57e7a5bd098debdd7a86fe63b1485d15cadca,2025-02-12,5,Good stuff good muscle armor good 👍,,['VerifiedPurchaser'],0,0,,Lucy,,bazaarvoice,[]
Review,374227624,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",6308edbf77d4ff99890518ea8919d58b10852394a3cfd35cfa5175bd7fcf2be44fd073862d9feb818cc0f74ce94472a9,2025-02-01,3,I give it a 3 just for the fact it has no scoop,Needs a scoop,['VerifiedPurchaser'],0,0,,Joey,,bazaarvoice,[]
Review,372751632,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",a0f8c121ffd9d1eb8c84df72bda99eece82213a2333688255a89554b061edc6d18d808625cfe650c47eb02212fa1f022,2025-01-19,5,So far tastes good. I like it!,Taste,['VerifiedPurchaser'],0,0,,Wasif,,bazaarvoice,[]
Review,320892565,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",ap6nv4yap6ujboerdq8pln3tv,2024-10-10,5,Quality. The only brand I buy. I mix protein powder with it immediately so I don't forget to mix them in my drinks later. I have a terrible memory,Good stuff to get buff,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,True,Loren R,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,334524068,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",sqn4ltfdmwaen8k6aah6l7p90,2025-01-20,1,"Only creatine I've ever used that has given me side effects. After speaking with a few others, it seems this is somewhat common with this brand. I tossed it after a week.",Not quality.,"['VerifiedPurchaser', 'VerifiedPurchaser']",1,0,False,JCutR,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,343136660,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",66e3c543f6db5d96551dbd5d9c1a9de3182e0fe2931d9fb04e5c96a582e589b249d37deb49fee300c0fbf4b78cdb7e41,2024-05-01,4,Good bottle size for short use but a really small bottle and kinda disappointing but  you can add it with your fav drink and you wouldn't know it was there very good product for teens,Good product,['VerifiedPurchaser'],0,0,,Zeke,,bazaarvoice,[]
Review,334520937,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",e0g2gaegif1rsnks4wrxth2es,2025-01-20,5,Love this powder. 5 stars but not sure why 50 character review minimum,Most studied supplement on the planet,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,,O.Q.,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,329090225,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",2s5dibgqykd2xj2tkkierpfbx,2024-12-18,5,"Everything I ever needed in a well formulated creatine, this has everything I need.",Stellar product,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,True,Ethan  K,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,334520937,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",e0g2gaegif1rsnks4wrxth2es,2025-01-20,5,Love this powder. 5 stars but not sure why 50 character review minimum,Most studied supplement on the planet,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,,O.Q.,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,329637591,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",hxlja04ebwmakru9dksjk1it0,2024-12-21,5,"Great creatine, mixes well, tastes unflavored. Truly the gold standard",Great powder,"['VerifiedPurchaser', 'VerifiedPurchaser']",0,0,True,Akshat,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,364745725,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",3029b6cc8a4a8eeeee8e658c90b301b29ab18124b19d3791fb91f626485f248a99589f862cf8f45714a16718d5075f30,2024-11-24,5,Cheap easy to use no Brainer for working out.,Great supplement,['VerifiedPurchaser'],0,0,,B,,bazaarvoice,[]
Review,371040084,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",93b6fb9bc400be2d2ff0589c3cf1dedc60e4966f3a74cd5f824c2ce8f199f6679f871e8727b614fe2a3f31877902b395,2025-01-06,4,the product doesn't have scoop inside,,['VerifiedPurchaser'],0,0,,Yacine,,bazaarvoice,[]
Review,384429365,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",2b5ec00a6b6bf7b87cc31ee30893fa51f81bc86b3c9566c995a1f671f49e641a5a699cd5fea3ba023bbc30c1ac0b18e3,2025-05-05,5,Great product,,['VerifiedPurchaser'],0,0,,Ileana,,bazaarvoice,[]
Review,379222426,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",c82710731dcaa7aa74b30c3fadabe4f7981e0400385d90e00a5411a63792bad101b384299666c48ab961c3a4beecac63,2025-03-18,5,highly recommended,,['VerifiedPurchaser'],0,0,,Marielby,,bazaarvoice,[]
Review,382564952,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",ccaa038f196acaad232c766f07250032b4c703965b8cbb9799f875e5e4b0f51e75faca665372d160b944adb443d66d57,2025-04-19,5,It's great,,['VerifiedPurchaser'],0,0,,Victor,,bazaarvoice,[]
Review,381820403,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",e4019b0fa1cce0f7154f6b03cada9600c8eb0d8f8710a2943e740ede214dc4a016da4af281cb05f289c884b341a2db19,2025-04-12,5,Second time I get this,,['VerifiedPurchaser'],0,0,,Ahmad,,bazaarvoice,[]
Review,378443814,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",19ceb91751e3a1d2516dc6b08209eddd32949f0b10ed7244a1b3bf26647af8988a510ec8361b7d37262bbe811fa2cc47,2025-03-11,5,Good Creatine!,Good,['VerifiedPurchaser'],0,0,,Taninha,,bazaarvoice,[]
